"","identifier","log2FoldChange","logCPM","LR","pvalue","padj","tax_id","GeneID","LocusTag","chromosome","map_location","description","type","Symbol_autho","name","status","other","Symbol"
"6552","ENSG00000147533",0.210892147882641,6.7203952213888,1.16678970055305,0.280061853794696,1,9606,51125,"HDCKB03P","8","8p11.21","golgin A7","protein-coding","GOLGA7","golgin A7","O","Golgi complex-associated protein of 16kD","GOLGA7"
"6553","ENSG00000147535",-0.283241806580967,6.01715666588582,1.49532575985625,0.221391973197578,1,9606,84513,"NULL","8","8p11.23","phosphatidic acid phosphatase type 2 domain containing 1B","protein-coding","PPAPDC1B","phosphatidic acid phosphatase type 2 domain containing 1B","O","diacylglycerol pyrophosphate like 1|phos","PPAPDC1B"
"6554","ENSG00000147536",-0.915666048867993,5.78634817708646,12.8578335642588,0.000336069437302424,1,9606,84296,"NULL","8","8p11.21","GINS complex subunit 4 (Sld5 homolog)","protein-coding","GINS4","GINS complex subunit 4 (Sld5 homolog)","O","DNA replication complex GINS protein SLD","GINS4"
"6555","ENSG00000147548",0.544266938283678,6.88928306864278,5.88978691126735,0.0152289430259328,1,9606,54904,"DC28","8","8p11.2","Wolf-Hirschhorn syndrome candidate 1-like 1","protein-coding","WHSC1L1","Wolf-Hirschhorn syndrome candidate 1-like 1","O","WHSC1-like 1 isoform 9 with methyltransf","WHSC1L1"
"6556","ENSG00000147576",0.684059999347646,1.05624600674528,3.17937833064622,0.074573097016123,1,9606,137872,"HMFT2263","8","8q13.1","alcohol dehydrogenase, iron containing, 1","protein-coding","ADHFE1","alcohol dehydrogenase, iron containing, 1","O","Fe-containing alcohol dehydrogenase 1|al","ADHFE1"
"6557","ENSG00000147586",-0.573926491760496,4.305075739225,5.84262807346,0.0156424454365427,1,9606,28957,"HSPC007","8","8q21.1-q21.2","mitochondrial ribosomal protein S28","protein-coding","MRPS28","mitochondrial ribosomal protein S28","O","28S ribosomal protein S28, mitochondrial","MRPS28"
"6558","ENSG00000147592",-0.453721612389452,5.99618735052078,3.05041725079379,0.0807164034142501,1,9606,51110,"CGI-83","8","8q13.3","lactamase, beta 2","protein-coding","LACTB2","lactamase, beta 2","O","beta-lactamase-like protein 2","LACTB2"
"6559","ENSG00000147601",-0.57878999336759,4.80120502645263,6.10648554593852,0.0134686689137652,1,9606,7013,"NULL","8","8q21.11","telomeric repeat binding factor (NIMA-interacting) 1","protein-coding","TERF1","telomeric repeat binding factor (NIMA-interacting) 1","O","NIMA-interacting protein 2|TTAGGG repeat","TERF1"
"6560","ENSG00000147604",-0.0110910188497269,9.5925843612614,0.00326006615352981,0.954467934937698,1,9606,6129,"NULL","8","8q21.11","ribosomal protein L7","protein-coding","RPL7","ribosomal protein L7","O","60S ribosomal protein L7","RPL7"
"6561","ENSG00000147614",4.49991286786179,2.32122366959208,162.512164159847,3.19739719285195e-37,4.34078642901581e-33,9606,245972,"NULL","8","NULL","ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2","protein-coding","ATP6V0D2","ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d2","O","V-ATPase subunit d 2|V-type proton ATPas","ATP6V0D2"
"6562","ENSG00000147642",2.2574445163543,3.09369477706272,50.5740889758226,1.14750057255554e-12,1.53776551728168e-08,9606,55638,"NULL","8","8q23.2","syntabulin (syntaxin-interacting)","protein-coding","SYBU","syntabulin (syntaxin-interacting)","O","GOLSYN A protein|GOLSYN B protein|GOLSYN","SYBU"
"6563","ENSG00000147649",0.142618453150222,6.75408282090963,0.539273486083915,0.462733973396633,1,9606,92140,"NULL","8","8q22.1","metadherin","protein-coding","MTDH","metadherin","O","3D3/LYRIC|astrocyte elevated gene-1 prot","MTDH"
"6564","ENSG00000147650",1.41105312761527,3.06164113104169,11.9928824918263,0.000534041224837763,1,9606,29967,"NULL","8","8q22.2","low density lipoprotein receptor-related protein 12","protein-coding","LRP12","low density lipoprotein receptor-related protein 12","O","low-density lipoprotein receptor-related","LRP12"
"6565","ENSG00000147654",-0.298068391113114,3.699959549167,1.93009146563763,0.16474843844187,1,9606,9166,"NULL","8","8q23","estrogen receptor binding site associated, antigen, 9","protein-coding","EBAG9","estrogen receptor binding site associated, antigen, 9","O","cancer associated surface antigen|cancer","EBAG9"
"6566","ENSG00000147669",-0.5455418252219,5.68533839578983,5.03635875442693,0.0248206090678643,1,9606,5440,"NULL","8","8q22.2","polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa","protein-coding","POLR2K","polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa","O","DNA directed RNA polymerases I, II, and ","POLR2K"
"6567","ENSG00000147676",-0.733634435015166,7.72276878964559,9.26280706967619,0.00233854317262483,1,9606,114569,"NULL","8","8q23","mal, T-cell differentiation protein 2 (gene/pseudogene)","protein-coding","MAL2","mal, T-cell differentiation protein 2 (gene/pseudogene)","O","MAL proteolipid protein 2|MAL2 proteolip","MAL2"
"6568","ENSG00000147677",0.324431392304109,7.02839724460651,2.7740853792762,0.0958013670282266,1,9606,8667,"NULL","8","8q24.11","eukaryotic translation initiation factor 3, subunit H","protein-coding","EIF3H","eukaryotic translation initiation factor 3, subunit H","O","eIF-3-gamma|eIF3 p40 subunit|eukaryotic ","EIF3H"
"6569","ENSG00000147679",-0.137423091176474,4.15499364099538,0.396791084416275,0.528751145015642,1,9606,84294,"NULL","8","8q24.11","UTP23, small subunit (SSU) processome component, homolog (yeast)","protein-coding","UTP23","UTP23, small subunit (SSU) processome component, homolog (yeast)","O","rRNA-processing protein UTP23 homolog","UTP23"
"6570","ENSG00000147684",-0.271295987958686,7.07784845326781,1.36207737233696,0.24317777908719,1,9606,4715,"NULL","8","8q13.3","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa","protein-coding","NDUFB9","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa","O","CI-B22|LYR motif-containing protein 3|NA","NDUFB9"
"6571","ENSG00000147687",0.203068604551307,4.41588033425315,0.99481924962237,0.318567353490727,1,9606,83940,"CDA11","8","8q24.13","TatD DNase domain containing 1","protein-coding","TATDN1","TatD DNase domain containing 1","O","hepatocarcinoma high expression protein|","TATDN1"
"6572","ENSG00000147789",-0.111294729037085,3.91582359096836,0.238952069037359,0.624964012233016,1,9606,7553,"NULL","8","8q24","zinc finger protein 7","protein-coding","ZNF7","zinc finger protein 7","O","C2-H2 type zinc finger protein|Zinc fing","ZNF7"
"6573","ENSG00000147799",0.252681402979193,3.21773887994228,0.978469193858976,0.322577029969484,1,9606,80728,"NULL","8","8q24.3","Rho GTPase activating protein 39","protein-coding","ARHGAP39","Rho GTPase activating protein 39","O","RhoGAP93B homolog|crossGAP homolog|rho G","ARHGAP39"
"6574","ENSG00000147804",0.123127375235129,0.772230070585468,0.123344801181137,0.725434720404211,1,9606,55630,"NULL","8","8q24.3","solute carrier family 39 (zinc transporter), member 4","protein-coding","SLC39A4","solute carrier family 39 (zinc transporter), member 4","O","ZIP-4|solute carrier family 39 member 4|","SLC39A4"
"6575","ENSG00000147813",-0.341647799742773,4.71419670236412,1.87336314329183,0.171090391086742,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAPRT"
"6576","ENSG00000147852",2.33974928622169,4.74570846454656,62.5932333262262,2.54125092893696e-15,3.42281087618519e-11,9606,7436,"RP11-320E16.1","9","9p24","very low density lipoprotein receptor","protein-coding","VLDLR","very low density lipoprotein receptor","O","VLDL receptor|VLDL-R|very low-density li","VLDLR"
"6577","ENSG00000147853",-0.569571730292575,6.08935273478589,4.63100837187184,0.0313991043505052,1,9606,50808,"RP11-6J24.4","9","9p24.1","adenylate kinase 3","protein-coding","AK3","adenylate kinase 3","O","GTP:AMP phosphotransferase AK3, mitochon","AK3"
"6578","ENSG00000147854",0.52597564714283,5.19494909268443,6.2125128033786,0.0126850443673813,1,9606,115426,"RP11-472F14.2","9","9p24.1","ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase","protein-coding","UHRF2","ubiquitin-like with PHD and ring finger domains 2, E3 ubiquitin protein ligase","O","E3 ubiquitin-protein ligase UHRF2|Np95-l","UHRF2"
"6579","ENSG00000147862",-0.269327376074499,2.12461588781303,1.23144585653132,0.267126037581569,1,9606,4781,"RP11-280O24.2","9","9p24.1","nuclear factor I/B","protein-coding","NFIB","nuclear factor I/B","O","CCAAT-box-binding transcription factor|T","NFIB"
"6580","ENSG00000147872",0.141407045682928,7.45174270652409,0.416169417597992,0.518854645563909,1,9606,123,"RP11-151J10.1","9","9p22.1","perilipin 2","protein-coding","PLIN2","perilipin 2","O","adipophilin|adipose differentiation-rela","PLIN2"
"6581","ENSG00000147874",-0.0455507481276062,6.09281230052848,0.0468137586585087,0.828703344339695,1,9606,54801,"RP11-296P7.3","9","9p22.1","HAUS augmin-like complex, subunit 6","protein-coding","HAUS6","HAUS augmin-like complex, subunit 6","O","HAUS augmin-like complex subunit 6|dim g","HAUS6"
"6582","ENSG00000147883",0.60053334616164,5.20195197519069,5.51899998555198,0.0188110091191233,1,9606,1030,"RP11-149I2.1","9","9p21","cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)","protein-coding","CDKN2B","cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)","O","CDK inhibitory protein|CDK4B inhibitor|M","CDKN2B"
"6583","ENSG00000147889",-0.100867626353652,5.97611560353561,0.235101848871862,0.627766419314475,1,9606,1029,"NULL","9","9p21","cyclin-dependent kinase inhibitor 2A","protein-coding","CDKN2A","cyclin-dependent kinase inhibitor 2A","O","CDK4 inhibitor p16-INK4|cell cycle negat","CDKN2A"
"6584","ENSG00000147894",0.996313149490442,2.16397435243313,16.2657333680348,5.50505546563663e-05,0.677562226710556,9606,203228,"NULL","9","9p21.2","chromosome 9 open reading frame 72","protein-coding","C9orf72","chromosome 9 open reading frame 72","O","protein C9orf72","C9orf72"
"6585","ENSG00000147905",0.563306513779681,5.62760518191693,6.30907066437182,0.0120121788047536,1,9606,84186,"HSPC086","9","9p13.2","zinc finger, CCHC domain containing 7","protein-coding","ZCCHC7","zinc finger, CCHC domain containing 7","O","zinc finger CCHC domain-containing prote","ZCCHC7"
"6586","ENSG00000147912",0.986512410054011,5.38957140304586,17.3269051771615,3.14699508711166e-05,0.39091972972101,9606,26267,"hCG_2011110","9","9p13.2","F-box protein 10","protein-coding","FBXO10","F-box protein 10","O","F-box only protein 10|F-box protein Fbx1","FBXO10"
"6587","ENSG00000147955",-0.0140826330332007,5.86498360776148,0.00502400048460316,0.943493114575361,1,9606,10280,"RP11-443P11.3","9","9p13.3","sigma non-opioid intracellular receptor 1","protein-coding","SIGMAR1","sigma non-opioid intracellular receptor 1","O","SIG-1R|SR-BP|SR31747 binding protein 1|a","SIGMAR1"
"6588","ENSG00000147996",0.0230481750694195,4.85388541783617,0.0132929173317891,0.908211369048196,1,9606,220869,"RP11-460E7.3","9","9q21.11","COBW domain containing 5","protein-coding","CBWD5","COBW domain containing 5","O","COBW domain-containing protein 5|COBW-li","CBWD5"
"6589","ENSG00000148019",-1.00752471703345,6.56067814116934,19.1306703581765,1.22067460384709e-05,0.15351203817981,9606,84131,"RP11-336N8.5","9","9q21.2","centrosomal protein 78kDa","protein-coding","CEP78","centrosomal protein 78kDa","O","centrosomal protein of 78 kDa","CEP78"
"6590","ENSG00000148057",-1.02892525499035,0.576202957928554,8.68217984256861,0.00321336418407428,1,9606,414328,"RP11-522I20.2","9","9q21.32","idnK, gluconokinase homolog (E. coli)","protein-coding","IDNK","idnK, gluconokinase homolog (E. coli)","O","glucokinase-like protein|gluconate kinas","IDNK"
"6591","ENSG00000148090",0.212473156295479,4.63577008144835,1.02212530860084,0.31201540992513,1,9606,549,"NULL","9","9q22.31","AU RNA binding protein/enoyl-CoA hydratase","protein-coding","AUH","AU RNA binding protein/enoyl-CoA hydratase","O","3-methylglutaconyl-CoA hydratase|AU RNA ","AUH"
"6592","ENSG00000148110",-0.199491814915482,6.07885262604665,1.01314293614228,0.314151064412088,1,9606,84641,"NULL","9","9q22.32","hippocampus abundant transcript-like 1","protein-coding","HIATL1","hippocampus abundant transcript-like 1","O","hippocampus abundant transcript-like pro","HIATL1"
"6593","ENSG00000148120",-0.211637400454983,4.99451424919652,0.871884003376994,0.350434264412275,1,9606,84909,"RP11-80I15.5","9","9q22.32","chromosome 9 open reading frame 3","protein-coding","C9orf3","chromosome 9 open reading frame 3","O","aminopeptidase O","C9orf3"
"6594","ENSG00000148153",-0.279760957220843,5.26922058172724,1.85978324015138,0.172649819539819,1,9606,58493,"RP11-276E15.2","9","9q32","INTS3 and NABP interacting protein","protein-coding","INIP","INTS3 and NABP interacting protein","O","INTS3- and NABP-interacting protein|SOSS","INIP"
"6595","ENSG00000148154",0.200017481660797,5.69819820042409,0.82433771869176,0.363914963718914,1,9606,7357,"NULL","9","9q31","UDP-glucose ceramide glucosyltransferase","protein-coding","UGCG","UDP-glucose ceramide glucosyltransferase","O","GLCT-1|UDP-glucose:N-acylsphingosine D-g","UGCG"
"6596","ENSG00000148158",1.46129891514077,5.87625316254993,28.8692388185392,7.74329385382589e-08,0.00101452636072827,9606,401548,"RP11-408O19.4","9","9q32","sorting nexin family member 30","protein-coding","SNX30","sorting nexin family member 30","O","sorting nexin-30","SNX30"
"6597","ENSG00000148175",0.0166547561020084,7.69758651094112,0.00608584242816335,0.937818658966453,1,9606,2040,"RP11-342H3.1","9","9q34.1","stomatin","protein-coding","STOM","stomatin","O","erythrocyte band 7 integral membrane pro","STOM"
"6598","ENSG00000148180",0.41880332896827,7.71715164990435,4.25921437332447,0.0390379715264303,1,9606,2934,"RP11-477J21.1","9","9q33","gelsolin","protein-coding","GSN","gelsolin","O","actin-depolymerizing factor|brevin","GSN"
"6599","ENSG00000148187",-0.264948651105829,4.98756061150908,1.70406269706326,0.191757520878342,1,9606,92399,"NULL","9","9q33.2","mitochondrial ribosome recycling factor","protein-coding","MRRF","mitochondrial ribosome recycling factor","O","ribosome-recycling factor, mitochondrial","MRRF"
"6600","ENSG00000148200",0.224423528376395,5.45041712581034,0.65858103717283,0.417061337875965,1,9606,2649,"NULL","9","9q33.3","nuclear receptor subfamily 6, group A, member 1","protein-coding","NR6A1","nuclear receptor subfamily 6, group A, member 1","O","germ cell nuclear factor variant 1|hGCNF","NR6A1"
"6601","ENSG00000148204",-0.347845891473734,2.59892718114779,1.1830436684832,0.276737235123603,1,9606,286204,"RP11-230L22.2","9","9q33.3","crumbs homolog 2 (Drosophila)","protein-coding","CRB2","crumbs homolog 2 (Drosophila)","O","crumbs-like protein 2|protein crumbs hom","CRB2"
"6602","ENSG00000148218",-0.375271771939171,5.08997280159734,3.41612011786497,0.0645625844105577,1,9606,210,"RP11-10I9.1","9","9q33.1","aminolevulinate dehydratase","protein-coding","ALAD","aminolevulinate dehydratase","O","aminolevulinate, delta-, dehydratase|del","ALAD"
"6603","ENSG00000148219",-1.03547088839402,1.23867493233304,13.4850846165988,0.000240467293951152,1,9606,23245,"RP11-45A16.2","9","9q33.1","astrotactin 2","protein-coding","ASTN2","astrotactin 2","O","astrotactin-2|bA264C15.1","ASTN2"
"6604","ENSG00000148225",-0.310545292200813,0.252534634226232,0.810462916923904,0.367983424559656,1,9606,114987,"NULL","9","9q32","WD repeat domain 31","protein-coding","WDR31","WD repeat domain 31","O","WD repeat-containing protein 31","WDR31"
"6605","ENSG00000148229",-0.295989310105978,6.92125138800418,2.05186890099339,0.15201948057094,1,9606,54107,"NULL","9","9q33","polymerase (DNA directed), epsilon 3, accessory subunit","protein-coding","POLE3","polymerase (DNA directed), epsilon 3, accessory subunit","O","CHRAC-17|DNA polymerase II subunit 3|DNA","POLE3"
"6606","ENSG00000148248",-0.204437294066581,8.9065126337666,1.03773669488315,0.308348441616353,1,9606,6836,"RP11-244N20.4","9","9q34.2","surfeit 4","protein-coding","SURF4","surfeit 4","O","surface 4 integral membrane protein|surf","SURF4"
"6607","ENSG00000148290",-0.157401239262593,5.42381103398374,0.543899108075343,0.460821286664617,1,9606,6834,"NULL","9","9q34.2","surfeit 1","protein-coding","SURF1","surfeit 1","O","surfeit locus protein 1","SURF1"
"6608","ENSG00000148291",0.0207966858147877,4.44877167339431,0.00901262754728904,0.92436656767812,1,9606,6835,"NULL","9","9q34.2","surfeit 2","protein-coding","SURF2","surfeit 2","O","surfeit locus protein 2","SURF2"
"6609","ENSG00000148296",0.00238222657667658,5.5262043746849,9.99134634849241e-05,0.992024740252829,1,9606,6838,"NULL","9","9q34.2","surfeit 6","protein-coding","SURF6","surfeit 6","O","surfeit locus protein 6","SURF6"
"6610","ENSG00000148297",0.246720519303588,5.77848500929267,1.2112144220425,0.271091742023568,1,9606,6837,"RP11-244N20.9","9","9q34.2","mediator complex subunit 22","protein-coding","MED22","mediator complex subunit 22","O","mediator of RNA polymerase II transcript","MED22"
"6611","ENSG00000148300",0.419405519190863,5.73786728753965,2.79349388638883,0.0946476605260203,1,9606,57109,"RP11-244N20.5","9","9q34.2","REX4, RNA exonuclease 4 homolog (S. cerevisiae)","protein-coding","REXO4","REX4, RNA exonuclease 4 homolog (S. cerevisiae)","O","RNA exonuclease 4|XPMC2 prevents mitotic","REXO4"
"6612","ENSG00000148303",0.20195476769623,10.4754699725652,1.05799305588255,0.303673369043295,1,9606,6130,"RP11-244N20.10-004","9","9q34","ribosomal protein L7a","protein-coding","RPL7A","ribosomal protein L7a","O","60S ribosomal protein L7a|PLA-X polypept","RPL7A"
"6613","ENSG00000148308",-0.146214039237011,6.3782176115971,0.537574956116238,0.463439484491359,1,9606,9328,"RP11-326L24.5","9","9q34","general transcription factor IIIC, polypeptide 5, 63kDa","protein-coding","GTF3C5","general transcription factor IIIC, polypeptide 5, 63kDa","O","TF3C-epsilon|TFIIIC 63 kDa subunit|gener","GTF3C5"
"6614","ENSG00000148331",0.344542389740985,4.83059695119401,2.13684566857,0.143797296561603,1,9606,140459,"RP11-483H20.7","9","9q34.13","ankyrin repeat and SOCS box containing 6","protein-coding","ASB6","ankyrin repeat and SOCS box containing 6","O","ankyrin repeat and SOCS box protein 6|an","ASB6"
"6615","ENSG00000148334",0.464895494621946,6.39608925168984,4.640074014868,0.0312336553835923,1,9606,80142,"RP11-395P17.2","9","9q34.11","prostaglandin E synthase 2","protein-coding","PTGES2","prostaglandin E synthase 2","O","GATE-binding factor 1|gamma-interferon-a","PTGES2"
"6616","ENSG00000148335",0.165128952513239,5.39876888254127,0.553422952712111,0.456922440702751,1,9606,28989,"RP11-483H20.8","9","9q34.11","N-terminal Xaa-Pro-Lys N-methyltransferase 1","protein-coding","NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1","O","N-terminal RCC1 methyltransferase|X-Pro-","NTMT1"
"6617","ENSG00000148337",0.471081849821126,6.6847898470086,4.67740264851868,0.0305619238957236,1,9606,25792,"RP11-395P17.7","9","9q34.1","CDKN1A interacting zinc finger protein 1","protein-coding","CIZ1","CDKN1A interacting zinc finger protein 1","O","cip1-interacting zinc finger protein|nuc","CIZ1"
"6618","ENSG00000148339",0.834735070538172,4.79179665774869,10.3116875508763,0.0013219034883451,1,9606,114789,"UNQ549/PRO1106","9","9q34.11","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25","protein-coding","SLC25A25","solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25","O","calcium-binding mitochondrial carrier pr","SLC25A25"
"6619","ENSG00000148341",0.00465137556667097,4.83537561807923,0.000542700844527066,0.981414209835406,1,9606,56904,"RP11-167N5.3","9","9q34","SH3-domain GRB2-like endophilin B2","protein-coding","SH3GLB2","SH3-domain GRB2-like endophilin B2","O","SH3 domain-containing GRB2-like protein ","SH3GLB2"
"6620","ENSG00000148343",0.527627935146892,4.66923078130504,4.82360656431776,0.0280725479191338,1,9606,84895,"RP11-167N5.1","9","9q34.11","family with sequence similarity 73, member B","protein-coding","FAM73B","family with sequence similarity 73, member B","O","protein FAM73B","FAM73B"
"6621","ENSG00000148344",3.64916964187377,1.70257181210758,50.6534496436126,1.10202582154197e-12,1.4770452086127e-08,9606,9536,"NULL","9","9q34.3","prostaglandin E synthase","protein-coding","PTGES","prostaglandin E synthase","O","MGST1-like 1|glutathione S-transferase 1","PTGES"
"6622","ENSG00000148356",0.692239564920325,4.36359515579898,9.89570676646445,0.0016566481214193,1,9606,90678,"UNQ6496/PRO21356","9","9q33.3","leucine rich repeat and sterile alpha motif containing 1","protein-coding","LRSAM1","leucine rich repeat and sterile alpha motif containing 1","O","E3 ubiquitin-protein ligase LRSAM1|Tsg10","LRSAM1"
"6623","ENSG00000148357",-0.222524138897394,1.29559119549683,0.239764636019823,0.624376158714145,1,9606,256158,"NULL","9","9q34.11","hemicentin 2","protein-coding","HMCN2","hemicentin 2","O","hemicentin-2","HMCN2"
"6624","ENSG00000148358",0.332956504575756,7.60854680535798,2.66252469275766,0.102737546204367,1,9606,57720,"NULL","9","9q34.11","G protein-coupled receptor 107","protein-coding","GPR107","G protein-coupled receptor 107","O","lung seven transmembrane receptor 1|prot","GPR107"
"6625","ENSG00000148362",-0.147261583663103,4.73343594598026,0.378342871651796,0.538491440323106,1,9606,286257,"NULL","9","9q34.3","chromosome 9 open reading frame 142","protein-coding","C9orf142","chromosome 9 open reading frame 142","O","uncharacterized protein C9orf142","C9orf142"
"6626","ENSG00000148384",0.715985287869791,4.17754182750496,5.07383237886316,0.0242896260426173,1,9606,56623,"NULL","9","9q34.3","inositol polyphosphate-5-phosphatase, 72 kDa","protein-coding","INPP5E","inositol polyphosphate-5-phosphatase, 72 kDa","O","72 kDa inositol polyphosphate 5-phosphat","INPP5E"
"6627","ENSG00000148396",0.0485739952764912,7.20765078570871,0.0458230691329504,0.830497744448281,1,9606,9919,"RP11-413M3.10-002","9","9q34.3","SEC16 homolog A (S. cerevisiae)","protein-coding","SEC16A","SEC16 homolog A (S. cerevisiae)","O","protein SEC16 homolog A|protein transpor","SEC16A"
"6628","ENSG00000148399",0.251039783973404,5.08387761701692,1.46614708030547,0.225954582873409,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DPH7"
"6629","ENSG00000148400",0.435187379288728,4.75267309007485,2.72467209764746,0.0988084120865322,1,9606,4851,"NULL","9","9q34.3","notch 1","protein-coding","NOTCH1","notch 1","O","Notch homolog 1, translocation-associate","NOTCH1"
"6630","ENSG00000148411",0.342011052308506,5.37601492329239,2.18711763585647,0.139169535344913,1,9606,138151,"NULL","9","9q34.3","NACC family member 2, BEN and BTB (POZ) domain containing","protein-coding","NACC2","NACC family member 2, BEN and BTB (POZ) domain containing","O","BEN domain containing 9|BTB (POZ) domain","NACC2"
"6631","ENSG00000148426",0.972188819883368,5.24657189054592,14.9189442209001,0.000112230306445903,1,9606,254427,"NULL","10","10p14","proline and serine-rich protein 2","protein-coding","PROSER2","proline and serine-rich protein 2","O","NULL","PROSER2"
"6632","ENSG00000148429",-0.16291680833076,5.43189329703896,0.628436621156474,0.4279293520134,1,9606,9712,"RP11-89C21.1","10","10p13","USP6 N-terminal like","protein-coding","USP6NL","USP6 N-terminal like","O","RN-tre|USP6 N-terminal-like protein|rela","USP6NL"
"6633","ENSG00000148444",-0.123230069644991,5.39959675843098,0.213557103541074,0.643993554567802,1,9606,23412,"RP11-573G6.3","10","10p12.2","COMM domain containing 3","protein-coding","COMMD3","COMM domain containing 3","O","COMM domain-containing protein 3|protein","COMMD3"
"6634","ENSG00000148450",-0.23795216885366,3.40403706239118,1.03988320209971,0.307848637563554,1,9606,22921,"CGI-131","10","10p12","methionine sulfoxide reductase B2","protein-coding","MSRB2","methionine sulfoxide reductase B2","O","methionine-R-sulfoxide reductase B2, mit","MSRB2"
"6635","ENSG00000148459",-0.836550234911768,3.8876413172974,10.1392996382316,0.00145141297911987,1,9606,23590,"NULL","10","10p12.1","prenyl (decaprenyl) diphosphate synthase, subunit 1","protein-coding","PDSS1","prenyl (decaprenyl) diphosphate synthase, subunit 1","O","all-trans-decaprenyl-diphosphate synthas","PDSS1"
"6636","ENSG00000148468",-0.158598238058708,5.22518688822179,0.454995696507643,0.499972075481466,1,9606,221061,"RP11-455B2.10-002","10","10p13","family with sequence similarity 171, member A1","protein-coding","FAM171A1","family with sequence similarity 171, member A1","O","astroprincin|protein FAM171A1","FAM171A1"
"6637","ENSG00000148481",0.242007969527237,4.76345187854731,0.922758870706716,0.336751624099828,1,9606,80013,"MSTP126","10","10p13","family with sequence similarity 188, member A","protein-coding","FAM188A","family with sequence similarity 188, member A","O","CARD-containing protein|caspase recruitm","FAM188A"
"6638","ENSG00000148484",-0.183246199023592,6.31381420009465,0.788629372471654,0.374514895166353,1,9606,6251,"NULL","10","10p13","Ras suppressor protein 1","protein-coding","RSU1","Ras suppressor protein 1","O","ras suppressor protein 1|ras suppressor ","RSU1"
"6639","ENSG00000148498",0.5893892904546,6.72953681604807,7.31168955292701,0.00685074850389839,1,9606,56288,"RP11-406D17.1","10","10p11.21","par-3 partitioning defective 3 homolog (C. elegans)","protein-coding","PARD3","par-3 partitioning defective 3 homolog (C. elegans)","O","CTCL tumor antigen se2-5|PAR3-alpha|atyp","PARD3"
"6640","ENSG00000148516",0.318987603234945,4.6805646386893,2.1567642062674,0.141943324901241,1,9606,6935,"RP11-472N13.4","10","10p11.2","zinc finger E-box binding homeobox 1","protein-coding","ZEB1","zinc finger E-box binding homeobox 1","O","delta-crystallin enhancer binding factor","ZEB1"
"6641","ENSG00000148541",-0.971556486052993,0.823952550531483,7.95792828706781,0.00478771843291875,1,9606,220965,"RP11-443O13.2","10","10q21.1","family with sequence similarity 13, member C","protein-coding","FAM13C","family with sequence similarity 13, member C","O","family with sequence similarity 13, memb","FAM13C"
"6642","ENSG00000148572",0.0923177887080568,4.90294429516844,0.207860417551087,0.648449580256311,1,9606,29982,"RP11-144G16.2","10","10q21.3","nuclear receptor binding factor 2","protein-coding","NRBF2","nuclear receptor binding factor 2","O","comodulator of PPAR and RXR 1|comodulato","NRBF2"
"6643","ENSG00000148584",-0.539810662717859,7.7436476397092,5.81371888857659,0.0159016324862031,1,9606,29974,"RP11-564C4.2","10","10q11.23","APOBEC1 complementation factor","protein-coding","A1CF","APOBEC1 complementation factor","O","APOBEC-1 stimulating protein|apo-B RNA e","A1CF"
"6644","ENSG00000148606",-0.160355073351256,5.85808083909295,0.660390024898756,0.416422283595055,1,9606,11128,"NULL","10","10q22-q23","polymerase (RNA) III (DNA directed) polypeptide A, 155kDa","protein-coding","POLR3A","polymerase (RNA) III (DNA directed) polypeptide A, 155kDa","O","DNA-directed RNA polymerase III largest ","POLR3A"
"6645","ENSG00000148634",0.158657448107967,5.63826442440169,0.632226646949547,0.426539739659726,1,9606,26091,"RP11-57G10.4","10","10q21.3","HECT and RLD domain containing E3 ubiquitin protein ligase 4","protein-coding","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4","O","HECT domain and RCC1-like domain-contain","HERC4"
"6646","ENSG00000148655",0.412818367447786,2.18898382533347,2.2242309520705,0.135860291471334,1,9606,83938,"CDA017","10","10q22.3","chromosome 10 open reading frame 11","protein-coding","C10orf11","chromosome 10 open reading frame 11","O","leucine-rich repeat-containing protein C","C10orf11"
"6647","ENSG00000148660",-0.0850276210868217,5.65261017413326,0.168766257164698,0.681210609482614,1,9606,818,"RP11-574K11.6","10","10q22","calcium/calmodulin-dependent protein kinase II gamma","protein-coding","CAMK2G","calcium/calmodulin-dependent protein kinase II gamma","O","caMK-II subunit gamma|calcium/calmodulin","CAMK2G"
"6648","ENSG00000148672",-0.9776616365063,8.69930324315232,15.6191488074534,7.7466124285208e-05,0.949114954742368,9606,2746,"NULL","10","10q23.3","glutamate dehydrogenase 1","protein-coding","GLUD1","glutamate dehydrogenase 1","O","GDH 1|glutamate dehydrogenase (NAD(P)+)|","GLUD1"
